378,271,6
672,558,6
265,219,6
579,331,6
256,119,6
348,182,6
300,481,6
42,581,6
214,81,6
377,475,6
779,453,6
173,32,6
403,590,6
815,451,6
304,580,6
646,581,6
767,369,6
138,333,6
1011,365,6
741,99,6
599,411,6
961,241,6
421,317,6
637,328,6
597,67,6
793,369,6
41,125,6
224,16,6
333,101,6
174,374,6
866,33,6
524,577,6
210,61,6
146,102,6
335,199,6
985,118,6
544,28,6
379,338,6
773,438,6
836,265,6
859,546,6
634,579,6
523,592,6
151,36,6
936,520,6
359,457,6
83,229,6
890,318,6
273,265,6
242,85,6
533,403,6
983,585,6
887,500,6
501,53,6
605,142,6
701,468,6
38,436,6
714,560,6
675,78,6
420,59,6
1006,373,6
870,17,6
348,424,6
793,548,6
869,352,6
174,123,6
254,362,6
315,575,6
692,145,6
857,110,6
