248,212,10
800,561,10
635,237,10
342,110,10
506,415,10
475,6,10
987,337,10
853,502,10
677,230,10
413,199,10
766,563,10
647,358,10
120,309,10
18,419,10
487,508,10
391,50,10
826,519,10
685,3,10
418,6,10
302,483,10
518,537,10
695,500,10
713,464,10
82,429,10
679,498,10
913,76,10
272,79,10
280,583,10
126,284,10
273,117,10
496,579,10
980,412,10
257,127,10
616,466,10
417,141,10
953,437,10
834,246,10
728,154,10
981,278,10
823,6,10
989,322,10
335,85,10
194,198,10
181,79,10
461,584,10
363,472,10
380,108,10
546,477,10
539,39,10
49,366,10
