876,133,5
297,224,5
847,531,5
786,316,5
736,349,5
647,538,5
494,225,5
117,466,5
347,84,5
934,45,5
410,477,5
852,161,5
794,561,5
865,549,5
411,161,5
511,486,5
147,325,5
913,294,5
240,114,5
850,152,5
459,288,5
774,508,5
630,354,5
839,288,5
126,136,5
531,378,5
412,45,5
739,176,5
318,1,5
762,61,5
583,472,5
395,117,5
82,145,5
970,427,5
200,302,5
896,60,5
695,58,5
617,252,5
719,471,5
805,21,5
746,487,5
847,375,5
411,55,5
49,333,5
549,385,5
688,265,5
481,495,5
545,413,5
18,564,5
38,313,5
