525,567,5
262,246,5
469,406,5
608,277,5
170,450,5
815,363,5
127,548,5
686,203,5
621,25,5
324,326,5
1017,191,5
916,207,5
772,282,5
614,562,5
314,409,5
871,473,5
74,197,5
195,176,5
35,331,5
746,457,5
685,555,5
6,535,5
698,42,5
991,379,5
160,503,5
300,495,5
925,98,5
63,404,5
598,163,5
657,572,5
722,277,5
669,577,5
540,516,5
572,250,5
832,194,5
760,526,5
965,455,5
592,26,5
238,575,5
961,163,5
868,196,5
600,131,5
486,243,5
219,443,5
588,435,5
336,2,5
921,495,5
418,374,5
924,419,5
950,220,5
759,543,5
974,502,5
455,147,5
545,135,5
504,120,5
609,257,5
923,406,5
624,224,5
306,241,5
231,398,5
689,401,5
560,142,5
590,454,5
599,580,5
22,499,5
280,154,5
301,422,5
821,381,5
957,456,5
865,219,5
