474,94,8
924,431,8
49,47,8
830,580,8
507,468,8
586,526,8
293,322,8
395,443,8
995,593,8
999,356,8
882,485,8
875,30,8
80,28,8
894,375,8
262,409,8
27,50,8
726,260,8
441,413,8
738,184,8
837,150,8
631,155,8
83,277,8
1003,403,8
800,249,8
693,537,8
343,43,8
993,85,8
928,293,8
759,347,8
730,541,8
825,564,8
781,233,8
466,345,8
331,120,8
194,179,8
827,307,8
642,252,8
572,163,8
491,404,8
35,444,8
775,130,8
4,500,8
890,452,8
754,31,8
358,427,8
620,198,8
847,18,8
508,269,8
188,84,8
545,93,8
