244,158,6
672,28,6
620,295,6
984,496,6
358,238,6
627,394,6
30,549,6
975,275,6
380,491,6
350,70,6
787,288,6
832,330,6
290,123,6
903,159,6
274,25,6
46,354,6
572,288,6
276,583,6
945,385,6
771,79,6
677,348,6
783,125,6
636,140,6
294,157,6
675,378,6
268,333,6
285,100,6
647,298,6
447,496,6
859,580,6
987,597,6
246,349,6
158,353,6
528,101,6
152,233,6
141,165,6
698,476,6
648,243,6
866,351,6
662,224,6
240,378,6
678,473,6
469,64,6
410,218,6
342,309,6
296,453,6
347,536,6
324,57,6
397,342,6
289,7,6
549,480,6
550,59,6
930,441,6
618,495,6
768,27,6
171,363,6
915,487,6
598,306,6
123,278,6
692,320,6
285,46,6
878,180,6
847,187,6
205,492,6
477,407,6
942,72,6
141,184,6
771,433,6
57,468,6
641,154,6
669,43,6
1001,60,6
436,109,6
106,82,6
587,582,6
817,137,6
407,569,6
885,249,6
971,127,6
937,502,6
