355,201,8
336,360,8
710,455,8
699,517,8
861,55,8
1015,557,8
531,539,8
410,16,8
630,77,8
812,216,8
959,332,8
122,10,8
861,186,8
592,546,8
283,250,8
670,424,8
264,308,8
705,403,8
484,353,8
981,113,8
323,275,8
523,135,8
315,131,8
727,587,8
135,210,8
468,560,8
300,83,8
205,282,8
41,7,8
82,120,8
251,338,8
354,518,8
38,264,8
1017,477,8
739,283,8
50,477,8
639,336,8
767,136,8
750,477,8
136,85,8
903,556,8
173,319,8
993,447,8
436,562,8
441,11,8
294,408,8
220,319,8
970,120,8
932,223,8
591,318,8
376,290,8
976,194,8
638,282,8
205,563,8
791,176,8
526,301,8
556,124,8
586,444,8
349,294,8
96,374,8
