905,373,25
100,558,25
527,155,25
72,252,25
995,403,25
813,243,25
43,373,25
908,28,25
793,161,25
217,466,25
473,25,25
717,153,25
172,563,25
882,314,25
28,140,25
601,256,25
981,177,25
408,486,25
414,432,25
322,487,25
11,241,25
411,22,25
360,61,25
1013,381,25
469,127,25
17,338,25
530,113,25
634,497,25
844,578,25
680,573,25
383,391,25
275,42,25
943,407,25
499,161,25
192,353,25
110,132,25
888,135,25
551,140,25
614,94,25
682,269,25
966,35,25
139,240,25
15,43,25
460,324,25
73,287,25
728,208,25
111,29,25
188,36,25
451,262,25
350,276,25
322,546,25
584,562,25
521,239,25
300,127,25
772,263,25
312,357,25
525,334,25
589,134,25
569,504,25
489,562,25
579,286,25
967,246,25
1019,106,25
121,273,25
168,79,25
536,272,25
984,278,25
913,154,25
970,462,25
586,363,25
709,497,25
141,4,25
144,578,25
861,193,25
297,182,25
153,310,25
213,507,25
692,102,25
94,376,25
852,17,25
596,597,25
281,82,25
780,111,25
179,424,25
955,567,25
347,391,25
374,188,25
86,173,25
614,296,25
449,82,25
