214,398,11
457,317,11
227,101,11
1001,552,11
735,52,11
181,441,11
1013,274,11
949,394,11
1016,185,11
275,183,11
437,318,11
109,463,11
982,387,11
749,228,11
25,530,11
94,353,11
931,278,11
116,14,11
301,255,11
901,146,11
989,51,11
332,27,11
750,326,11
334,79,11
205,577,11
220,258,11
312,329,11
422,256,11
996,400,11
507,254,11
873,410,11
217,132,11
175,508,11
386,426,11
493,370,11
268,519,11
1017,402,11
944,54,11
333,236,11
398,47,11
624,374,11
297,30,11
888,391,11
737,293,11
419,486,11
490,453,11
499,494,11
214,244,11
537,285,11
563,490,11
354,429,11
466,48,11
13,511,11
728,69,11
722,573,11
415,192,11
889,414,11
1019,245,11
1021,437,11
246,424,11
227,470,11
867,434,11
637,299,11
370,19,11
829,534,11
526,266,11
76,325,11
190,14,11
421,172,11
672,296,11
145,257,11
365,75,11
349,295,11
101,66,11
563,140,11
583,385,11
291,559,11
779,32,11
324,358,11
406,24,11
442,172,11
48,23,11
941,576,11
721,139,11
612,159,11
77,573,11
840,74,11
387,241,11
331,221,11
682,574,11
