548,492,7
376,544,7
639,594,7
233,188,7
422,552,7
188,277,7
135,222,7
974,583,7
956,538,7
576,73,7
771,242,7
822,111,7
763,524,7
965,280,7
625,593,7
873,148,7
172,31,7
643,400,7
929,474,7
277,446,7
1012,535,7
490,151,7
873,113,7
959,62,7
294,425,7
850,331,7
984,27,7
995,385,7
119,128,7
825,157,7
50,584,7
495,575,7
223,18,7
496,425,7
205,584,7
752,209,7
618,330,7
671,86,7
778,360,7
24,502,7
18,113,7
44,335,7
937,402,7
803,158,7
585,304,7
930,151,7
1010,513,7
109,482,7
335,353,7
128,88,7
836,303,7
149,559,7
677,513,7
853,35,7
87,202,7
498,113,7
146,570,7
82,222,7
545,427,7
450,481,7
718,490,7
97,22,7
466,526,7
991,591,7
196,432,7
895,342,7
42,201,7
690,160,7
415,73,7
226,130,7
792,522,7
344,217,7
884,160,7
211,569,7
1007,26,7
257,446,7
905,488,7
868,165,7
204,328,7
659,511,7
