227,181,8
981,111,8
38,343,8
749,488,8
656,73,8
308,553,8
54,472,8
22,1,8
46,145,8
262,252,8
736,490,8
48,498,8
398,154,8
797,449,8
904,377,8
522,406,8
622,7,8
973,269,8
634,112,8
511,349,8
333,555,8
321,172,8
76,263,8
119,57,8
138,530,8
753,363,8
849,591,8
486,75,8
225,497,8
84,105,8
632,76,8
750,389,8
798,159,8
477,62,8
369,4,8
39,10,8
815,529,8
176,317,8
481,126,8
522,530,8
316,460,8
663,515,8
250,53,8
990,445,8
753,177,8
509,119,8
747,461,8
106,404,8
563,131,8
30,209,8
259,123,8
352,165,8
803,33,8
875,299,8
203,468,8
222,60,8
971,401,8
962,102,8
680,404,8
773,205,8
140,152,8
192,8,8
534,73,8
980,203,8
183,388,8
392,454,8
573,589,8
996,272,8
283,392,8
10,364,8
984,41,8
224,44,8
240,303,8
710,460,8
689,426,8
448,20,8
497,500,8
607,469,8
834,148,8
250,585,8
876,40,8
376,107,8
567,284,8
52,386,8
500,538,8
836,371,8
359,500,8
681,18,8
947,101,8
374,94,8
