525,381,18
653,403,18
716,125,18
888,559,18
587,423,18
154,141,18
11,330,18
754,268,18
194,314,18
595,227,18
630,40,18
212,544,18
99,245,18
578,160,18
432,277,18
740,220,18
818,543,18
890,410,18
479,277,18
680,470,18
543,31,18
899,225,18
471,108,18
354,457,18
553,274,18
442,215,18
909,377,18
686,525,18
771,233,18
1015,353,18
882,48,18
895,519,18
700,449,18
269,220,18
148,283,18
20,22,18
890,274,18
863,377,18
253,422,18
54,525,18
556,149,18
691,416,18
172,333,18
130,540,18
950,96,18
755,298,18
216,285,18
822,341,18
21,44,18
46,391,18
241,216,18
854,216,18
78,375,18
269,52,18
319,389,18
267,95,18
366,277,18
262,561,18
691,126,18
216,243,18
46,301,18
76,90,18
226,121,18
304,581,18
719,319,18
551,523,18
845,304,18
90,127,18
350,339,18
29,199,18
652,347,18
373,415,18
360,201,18
1009,409,18
793,248,18
996,311,18
633,160,18
740,54,18
820,51,18
872,487,18
