449,205,6
724,31,6
714,334,6
11,270,6
1015,411,6
779,527,6
115,129,6
434,248,6
484,188,6
86,541,6
603,572,6
384,69,6
59,441,6
1004,205,6
571,454,6
645,300,6
81,335,6
971,52,6
287,416,6
160,286,6
508,301,6
191,160,6
732,122,6
252,235,6
706,84,6
230,426,6
156,557,6
874,536,6
703,494,6
617,230,6
127,199,6
890,515,6
71,429,6
521,7,6
836,416,6
245,69,6
790,557,6
928,110,6
562,247,6
886,505,6
831,3,6
936,126,6
299,361,6
583,315,6
791,541,6
267,248,6
710,224,6
635,388,6
517,172,6
115,296,6
137,366,6
510,222,6
237,193,6
154,214,6
873,251,6
229,558,6
95,514,6
843,233,6
161,392,6
301,571,6
745,169,6
194,308,6
687,100,6
541,121,6
739,424,6
323,441,6
872,450,6
339,30,6
846,255,6
128,596,6
748,380,6
893,478,6
148,355,6
698,122,6
686,369,6
359,418,6
535,72,6
940,204,6
620,569,6
654,553,6
531,351,6
266,239,6
254,152,6
629,465,6
447,81,6
996,477,6
363,83,6
876,62,6
257,31,6
625,265,6
