278,159,12
635,191,12
94,187,12
888,144,12
69,422,12
346,268,12
830,105,12
179,42,12
470,310,12
50,557,12
909,590,12
997,193,12
640,45,12
578,254,12
907,456,12
255,314,12
1011,369,12
230,413,12
458,547,12
360,553,12
277,585,12
223,7,12
124,91,12
435,152,12
745,508,12
346,9,12
6,131,12
533,424,12
138,449,12
422,138,12
682,449,12
0,250,12
477,436,12
1015,486,12
853,132,12
878,500,12
227,153,12
919,473,12
227,312,12
846,157,12
443,193,12
539,212,12
660,562,12
837,563,12
923,313,12
567,478,12
650,9,12
220,193,12
692,395,12
45,381,12
217,537,12
108,292,12
356,387,12
30,560,12
603,439,12
305,249,12
589,461,12
119,579,12
188,418,12
232,465,12
