987,319,10
129,327,10
542,485,10
971,86,10
254,580,10
406,318,10
471,365,10
1019,101,10
712,430,10
892,573,10
83,354,10
282,57,10
944,61,10
546,375,10
46,411,10
182,215,10
299,529,10
514,278,10
194,223,10
379,323,10
780,209,10
501,192,10
145,468,10
732,64,10
960,36,10
911,227,10
920,52,10
549,159,10
595,166,10
793,288,10
860,496,10
456,330,10
165,582,10
611,384,10
558,76,10
108,257,10
71,42,10
570,141,10
145,398,10
135,120,10
398,413,10
707,166,10
490,435,10
691,481,10
839,425,10
170,277,10
40,557,10
415,245,10
750,90,10
569,298,10
238,343,10
471,253,10
205,477,10
174,131,10
1002,515,10
396,275,10
60,82,10
446,553,10
1017,157,10
98,88,10
448,576,10
558,27,10
793,334,10
978,216,10
249,355,10
944,215,10
738,505,10
326,202,10
856,533,10
512,225,10
58,289,10
440,480,10
241,134,10
744,309,10
199,438,10
473,516,10
123,5,10
648,230,10
198,3,10
365,502,10
187,468,10
437,301,10
629,568,10
455,374,10
795,419,10
45,233,10
656,84,10
326,103,10
255,535,10
421,161,10
