478,298,5
328,393,5
879,314,5
911,465,5
106,197,5
591,553,5
726,498,5
228,301,5
348,414,5
960,597,5
35,346,5
945,327,5
974,141,5
937,96,5
35,387,5
291,523,5
462,92,5
42,216,5
999,593,5
790,463,5
751,107,5
833,561,5
193,433,5
695,282,5
514,455,5
370,595,5
800,481,5
594,321,5
755,229,5
921,515,5
116,540,5
934,249,5
394,210,5
470,342,5
486,597,5
800,53,5
518,433,5
233,445,5
417,317,5
104,153,5
586,46,5
889,159,5
694,575,5
846,128,5
100,440,5
307,168,5
444,400,5
621,88,5
836,153,5
625,416,5
107,433,5
967,354,5
398,66,5
516,521,5
93,508,5
435,103,5
684,456,5
810,182,5
186,547,5
582,579,5
478,172,5
225,290,5
43,468,5
60,36,5
601,198,5
397,486,5
221,12,5
11,77,5
162,421,5
482,427,5
802,380,5
355,444,5
403,314,5
537,441,5
564,340,5
608,126,5
600,144,5
483,585,5
747,373,5
857,230,5
