275,373,11
310,384,11
995,127,11
458,171,11
585,380,11
727,154,11
1020,346,11
144,243,11
359,150,11
592,347,11
272,168,11
1001,73,11
289,499,11
165,456,11
984,424,11
547,430,11
502,173,11
459,149,11
995,275,11
645,589,11
715,77,11
795,555,11
174,80,11
988,95,11
797,1,11
856,334,11
231,433,11
892,164,11
494,391,11
469,259,11
535,439,11
54,331,11
918,426,11
97,180,11
203,292,11
827,303,11
770,353,11
38,504,11
430,279,11
112,462,11
611,590,11
189,300,11
946,402,11
646,263,11
54,157,11
388,375,11
151,471,11
881,541,11
513,327,11
128,263,11
99,93,11
217,373,11
544,176,11
166,531,11
255,293,11
821,487,11
914,505,11
684,471,11
184,591,11
397,415,11
713,407,11
993,329,11
202,160,11
848,291,11
52,532,11
929,157,11
289,123,11
355,7,11
299,231,11
237,60,11
995,403,11
430,514,11
0,363,11
513,424,11
532,596,11
779,501,11
699,488,11
657,93,11
567,475,11
423,338,11
